id,amount,loan_id,repayment_date,fully_repayed_on
42897,700,124078,22/04/2019 20:04,22/04/2019 20:04
42898,1130,122033,22/04/2019 20:04,22/04/2019 20:04
42899,2450,105905,22/04/2019 20:04,22/04/2019 20:05
42901,12,111448,22/04/2019 20:13,22/04/2019 20:13
42902,985,113665,22/04/2019 20:14,22/04/2019 20:14
42904,2900,120077,22/04/2019 20:19,22/04/2019 20:28
42905,2260,122748,22/04/2019 20:39,22/04/2019 20:39
42906,1808,116153,22/04/2019 20:41,22/04/2019 20:41
42907,0,113665,22/04/2019 20:56,22/04/2019 20:56
42909,100,105896,22/04/2019 21:08,22/04/2019 21:09
42910,1000,124600,22/04/2019 21:22,22/04/2019 21:23
42911,200,124600,22/04/2019 21:23,22/04/2019 21:23
42912,1130,121034,22/04/2019 21:27,22/04/2019 21:27
42914,1740,122239,22/04/2019 21:35,22/04/2019 21:35
42918,2100,119930,22/04/2019 21:52,22/04/2019 21:52
42919,3600,115993,22/04/2019 21:53,22/04/2019 21:59
42920,3480,119125,22/04/2019 21:58,22/04/2019 21:58
42921,3600,114744,22/04/2019 22:01,22/04/2019 22:01
42922,5,124614,22/04/2019 22:06,22/04/2019 22:06
42923,15,123168,22/04/2019 22:38,22/04/2019 22:38
42925,3480,118040,22/04/2019 22:55,22/04/2019 22:55
42926,1130,121930,22/04/2019 23:28,22/04/2019 23:28
42928,4800,115371,22/04/2019 23:49,22/04/2019 23:49
42929,1155,120900,23/04/2019 0:28,23/04/2019 0:28
42930,80,122419,23/04/2019 0:59,23/04/2019 0:59
42931,2370,117267,23/04/2019 1:47,23/04/2019 1:47
42935,1225,114350,23/04/2019 2:06,23/04/2019 2:07
42937,5925,117916,23/04/2019 2:33,23/04/2019 2:34
42939,4,115239,23/04/2019 7:03,23/04/2019 7:03
42940,1000,116743,23/04/2019 7:04,23/04/2019 7:04
42941,1695,123550,23/04/2019 7:04,23/04/2019 7:04
42943,40,123961,23/04/2019 7:11,23/04/2019 7:11
42944,1200,115048,23/04/2019 7:30,23/04/2019 7:30
42945,330,121334,23/04/2019 7:48,23/04/2019 7:48
42946,1130,123711,23/04/2019 8:20,23/04/2019 8:20
42947,5400,118296,23/04/2019 8:30,23/04/2019 8:30
42953,2230,123135,23/04/2019 9:04,23/04/2019 9:05
42955,1130,121556,23/04/2019 9:21,23/04/2019 9:21
42957,30,123135,23/04/2019 9:30,23/04/2019 9:30
42958,3000,114913,23/04/2019 9:30,23/04/2019 9:31
42963,3480,118254,23/04/2019 9:56,23/04/2019 9:56
42964,360,124728,23/04/2019 9:57,23/04/2019 9:57
42965,3540,117261,23/04/2019 10:14,23/04/2019 10:14
42967,6000,114537,23/04/2019 10:23,23/04/2019 10:23
42968,100,115339,23/04/2019 10:24,23/04/2019 10:24
42969,24,115339,23/04/2019 10:25,23/04/2019 10:25
42970,900,124644,23/04/2019 10:28,23/04/2019 10:29
42971,1160,118256,23/04/2019 10:29,23/04/2019 10:29
42973,6000,114706,23/04/2019 10:31,23/04/2019 10:31
42975,1130,122908,23/04/2019 10:32,23/04/2019 10:33
42976,1130,122331,23/04/2019 10:45,23/04/2019 10:45
42977,1155,121039,23/04/2019 10:47,23/04/2019 10:48
42978,1130,122181,23/04/2019 10:50,23/04/2019 10:51
42982,1130,124020,23/04/2019 10:54,23/04/2019 10:55
42985,2400,115698,23/04/2019 11:07,23/04/2019 11:07
42986,1130,121366,23/04/2019 11:10,23/04/2019 11:10
42987,3500,115239,23/04/2019 11:12,23/04/2019 11:12
42988,245,121081,23/04/2019 11:12,23/04/2019 11:12
42990,1200,116806,23/04/2019 11:14,23/04/2019 11:14
42991,1000,124793,23/04/2019 11:17,23/04/2019 11:17
42992,130,124793,23/04/2019 11:18,23/04/2019 11:19
42993,154,116531,23/04/2019 11:20,23/04/2019 11:20
42994,3600,114500,23/04/2019 11:21,23/04/2019 11:21
42995,1296,115239,23/04/2019 11:25,23/04/2019 11:26
42996,19,124716,23/04/2019 11:33,23/04/2019 11:33
42997,1130,124141,23/04/2019 11:36,23/04/2019 11:37
42998,1090,124812,23/04/2019 11:52,23/04/2019 11:52
42999,40,124812,23/04/2019 11:52,23/04/2019 11:52
43000,2400,114795,23/04/2019 11:59,23/04/2019 11:59
43001,2260,123128,23/04/2019 12:12,23/04/2019 12:12
43006,3550,114612,23/04/2019 12:55,23/04/2019 12:55
43009,1200,114593,23/04/2019 13:06,23/04/2019 13:06
43010,1838,112728,23/04/2019 13:06,23/04/2019 13:06
43011,3480,118836,23/04/2019 13:07,23/04/2019 13:07
43012,1200,114526,23/04/2019 13:08,23/04/2019 13:08
43013,1130,121864,23/04/2019 13:18,23/04/2019 13:19
43014,710,121513,23/04/2019 13:25,23/04/2019 13:25
43015,1130,123318,23/04/2019 13:25,23/04/2019 13:25
43016,100,124314,23/04/2019 13:32,23/04/2019 13:32
43017,1020,124861,23/04/2019 13:38,23/04/2019 13:38
43018,1200,117944,23/04/2019 13:40,23/04/2019 13:40
43020,300,124862,23/04/2019 13:43,23/04/2019 13:43
43021,4800,115103,23/04/2019 13:47,23/04/2019 13:47
43023,1695,121937,23/04/2019 13:55,23/04/2019 13:55
43024,1130,122284,23/04/2019 13:56,23/04/2019 13:56
43025,5220,118476,23/04/2019 14:09,23/04/2019 14:09
43026,1160,124456,23/04/2019 14:12,23/04/2019 14:12
43029,9,124861,23/04/2019 14:27,23/04/2019 14:27
43030,1,124861,23/04/2019 14:27,23/04/2019 14:27
43031,738,105963,23/04/2019 14:35,23/04/2019 14:35
43032,455,116445,23/04/2019 14:38,23/04/2019 14:39
43033,2400,114566,23/04/2019 14:44,23/04/2019 14:44
43034,1130,123696,23/04/2019 14:59,23/04/2019 15:00
43036,3600,121517,23/04/2019 15:15,23/04/2019 15:15
43037,1160,121354,23/04/2019 15:35,23/04/2019 15:35
43038,980,124798,23/04/2019 15:36,23/04/2019 15:36
43040,3390,122515,23/04/2019 15:49,23/04/2019 15:49
43041,200,122282,23/04/2019 15:51,23/04/2019 15:51
43043,709,120146,23/04/2019 16:16,23/04/2019 16:17
43045,6000,115718,23/04/2019 16:32,23/04/2019 16:33
43049,1130,122843,23/04/2019 16:48,23/04/2019 16:48
43050,1159,124919,23/04/2019 16:48,23/04/2019 16:48
43052,1005,117719,23/04/2019 17:05,23/04/2019 17:05
43053,1000,124686,23/04/2019 17:05,23/04/2019 17:06
43054,1130,124634,23/04/2019 17:05,23/04/2019 17:06
43055,2260,121563,23/04/2019 17:06,23/04/2019 17:06
43056,500,124950,23/04/2019 17:09,23/04/2019 17:09
43057,20,124704,23/04/2019 17:12,23/04/2019 17:12
43058,4900,114311,23/04/2019 17:13,23/04/2019 17:13
43060,2320,118132,23/04/2019 17:21,23/04/2019 17:21
43061,3600,114761,23/04/2019 17:24,23/04/2019 17:24
43062,500,118295,23/04/2019 17:28,23/04/2019 17:28
43063,49,100299,23/04/2019 17:28,22/04/2019 11:54
43064,1838,100884,23/04/2019 17:28,22/04/2019 11:54
43065,462,98507,23/04/2019 17:28,22/04/2019 11:54
43066,245,82793,23/04/2019 17:28,22/04/2019 11:54
43067,479,6732,23/04/2019 17:28,22/04/2019 11:54
43068,1333,106044,23/04/2019 17:28,22/04/2019 11:54
43069,1155,90012,23/04/2019 17:28,22/04/2019 11:54
43070,1450,106496,23/04/2019 17:28,22/04/2019 11:54
43071,1155,100275,23/04/2019 17:28,22/04/2019 11:54
43072,1155,80547,23/04/2019 17:28,22/04/2019 11:54
43073,500,86153,23/04/2019 17:28,22/04/2019 11:54
43074,235,982,23/04/2019 17:28,22/04/2019 11:54
43075,460,5961,23/04/2019 17:28,22/04/2019 11:54
43076,1225,104305,23/04/2019 17:28,22/04/2019 11:54
43077,1155,97604,23/04/2019 17:28,22/04/2019 11:54
43078,1000,115393,23/04/2019 17:33,23/04/2019 17:33
43081,980,124976,23/04/2019 17:38,23/04/2019 17:38
43083,3600,116489,23/04/2019 17:46,23/04/2019 17:47
43084,1,79168,23/04/2019 17:47,23/04/2019 17:47
43085,2310,120844,23/04/2019 17:53,23/04/2019 17:53
43090,1155,119686,23/04/2019 18:00,23/04/2019 18:01
43093,500,124953,23/04/2019 18:15,23/04/2019 18:15
43094,630,124953,23/04/2019 18:15,23/04/2019 18:16
43095,1000,125025,23/04/2019 18:27,23/04/2019 18:28
43096,130,125025,23/04/2019 18:29,23/04/2019 18:29
43097,1130,124120,23/04/2019 18:30,23/04/2019 18:30
43100,1130,125015,23/04/2019 18:55,23/04/2019 18:55
43101,1160,118246,23/04/2019 19:13,23/04/2019 19:14
43102,1130,121826,23/04/2019 19:16,23/04/2019 19:16
43109,2400,117106,23/04/2019 20:00,23/04/2019 20:00
43110,4000,114804,23/04/2019 20:06,23/04/2019 20:06
43111,5220,118237,23/04/2019 20:08,23/04/2019 20:08
43112,45,117609,23/04/2019 20:14,23/04/2019 20:14
43113,100,124861,23/04/2019 20:37,23/04/2019 20:37
43115,500,120827,23/04/2019 20:53,23/04/2019 20:53
43116,1180,116979,23/04/2019 21:10,23/04/2019 21:12
43119,14,116009,23/04/2019 21:17,23/04/2019 21:17
43120,2400,122571,23/04/2019 21:18,23/04/2019 21:18
43121,3955,123095,23/04/2019 21:25,23/04/2019 21:25
43122,200,124686,23/04/2019 21:28,23/04/2019 21:28
43123,1800,122580,23/04/2019 21:35,23/04/2019 21:35
43124,40,124828,23/04/2019 21:44,23/04/2019 21:44
43126,2900,115393,23/04/2019 21:54,23/04/2019 21:54
43127,1050,115393,23/04/2019 21:55,23/04/2019 21:55
43129,1050,115393,23/04/2019 22:06,23/04/2019 22:06
43130,1200,125102,23/04/2019 22:10,23/04/2019 22:11
43131,210,122532,23/04/2019 22:13,23/04/2019 22:13
43134,2320,123571,23/04/2019 22:18,23/04/2019 22:18
43136,1225,114278,23/04/2019 22:53,23/04/2019 22:53
43137,1200,115952,23/04/2019 23:14,23/04/2019 23:15
43138,1130,124713,23/04/2019 23:17,23/04/2019 23:17
43140,1838,107600,24/04/2019 0:19,24/04/2019 0:20
43143,480,125177,24/04/2019 0:44,24/04/2019 0:44
43144,1155,119862,24/04/2019 0:45,24/04/2019 0:45
43146,980,118010,24/04/2019 0:49,24/04/2019 0:49
43147,220,118010,24/04/2019 0:52,24/04/2019 0:52
43148,2450,106659,24/04/2019 1:54,24/04/2019 1:54
43154,1174,122776,24/04/2019 4:42,24/04/2019 4:42
43155,6000,116767,24/04/2019 5:21,24/04/2019 5:22
43158,1130,123500,24/04/2019 6:29,24/04/2019 6:29
43159,2825,122143,24/04/2019 8:01,24/04/2019 8:01
43163,3300,115268,24/04/2019 8:16,24/04/2019 8:16
43165,1225,114712,24/04/2019 9:13,24/04/2019 9:13
43167,50,124887,24/04/2019 9:16,24/04/2019 9:16
43169,14,121526,24/04/2019 9:38,24/04/2019 9:38
43170,1,123470,24/04/2019 9:40,24/04/2019 9:41
43173,1130,124484,24/04/2019 10:05,24/04/2019 10:05
43174,3600,115042,24/04/2019 10:10,24/04/2019 10:10
43175,1740,121895,24/04/2019 10:19,24/04/2019 10:19
43177,400,121178,24/04/2019 10:44,24/04/2019 10:44
43179,200,125291,24/04/2019 11:09,24/04/2019 11:09
43183,5650,121894,24/04/2019 11:39,24/04/2019 11:40
43184,1000,122484,24/04/2019 11:41,24/04/2019 11:41
43186,1160,124481,24/04/2019 11:42,24/04/2019 11:43
43187,200,123882,24/04/2019 11:43,24/04/2019 11:43
43188,2400,116656,24/04/2019 11:47,24/04/2019 11:47
43189,5085,123792,24/04/2019 12:18,24/04/2019 12:18
43191,1200,123186,24/04/2019 12:35,24/04/2019 12:35
43193,980,120014,24/04/2019 12:38,24/04/2019 12:39
43194,900,125377,24/04/2019 12:53,24/04/2019 12:53
43195,2400,115104,24/04/2019 12:53,24/04/2019 12:53
43196,1007,115299,24/04/2019 12:56,24/04/2019 12:56
43197,250,109594,24/04/2019 13:15,24/04/2019 13:15
43198,1160,122998,24/04/2019 13:17,24/04/2019 13:17
43199,1200,120386,24/04/2019 13:20,24/04/2019 13:20
43200,200,124307,24/04/2019 13:25,24/04/2019 13:26
43201,1129,122165,24/04/2019 13:29,24/04/2019 13:29
43202,300,121513,24/04/2019 13:55,24/04/2019 13:55
43203,2260,123219,24/04/2019 14:00,24/04/2019 14:00
43206,1837,108318,24/04/2019 14:14,24/04/2019 14:14
43207,1,108318,24/04/2019 14:14,24/04/2019 14:14
43208,0,122890,24/04/2019 14:35,24/04/2019 14:35
43209,9,122890,24/04/2019 14:36,24/04/2019 14:36
43210,1200,115012,24/04/2019 14:37,24/04/2019 14:38
43213,5900,118547,24/04/2019 14:54,24/04/2019 14:54
43214,714,121492,24/04/2019 15:00,24/04/2019 15:01
43215,0,121492,24/04/2019 15:01,24/04/2019 15:01
43220,1200,114860,24/04/2019 15:51,24/04/2019 15:51
43223,1,69228,24/04/2019 16:04,24/04/2019 16:04
43224,1,69228,24/04/2019 16:06,24/04/2019 16:07
43225,4200,114935,24/04/2019 16:09,24/04/2019 16:09
43229,1000,120874,24/04/2019 16:24,24/04/2019 16:24
43230,100,120874,24/04/2019 16:25,24/04/2019 16:25
43231,1200,116604,24/04/2019 16:25,24/04/2019 16:26
43232,90,120874,24/04/2019 16:27,24/04/2019 16:27
43233,960,118822,24/04/2019 16:36,24/04/2019 16:36
43234,500,124307,24/04/2019 16:43,24/04/2019 16:44
43238,1160,118601,24/04/2019 16:53,24/04/2019 16:54
43239,5400,115464,24/04/2019 16:54,24/04/2019 16:54
43242,1750,118295,24/04/2019 17:42,24/04/2019 17:42
43243,1130,122174,24/04/2019 17:42,24/04/2019 17:42
43245,30,118295,24/04/2019 17:45,24/04/2019 17:45
43246,487,120332,24/04/2019 17:47,24/04/2019 17:47
43247,0,120332,24/04/2019 17:48,24/04/2019 17:48
43248,1200,115242,24/04/2019 17:53,24/04/2019 17:54
43249,1130,125294,24/04/2019 17:55,24/04/2019 17:55
43250,2400,114968,24/04/2019 18:01,24/04/2019 18:01
43254,3390,122917,24/04/2019 18:08,24/04/2019 18:08
43255,150,117719,24/04/2019 18:08,24/04/2019 18:08
43256,150,124976,24/04/2019 18:09,24/04/2019 18:10
43259,1200,123446,24/04/2019 18:13,24/04/2019 18:14
43260,1130,125596,24/04/2019 18:14,24/04/2019 18:15
43261,2825,122684,24/04/2019 18:20,24/04/2019 18:20
43262,1130,125513,24/04/2019 18:27,24/04/2019 18:27
43263,3600,115868,24/04/2019 18:38,24/04/2019 18:38
43265,1180,122166,24/04/2019 18:46,24/04/2019 18:46
43269,3540,117328,24/04/2019 19:01,24/04/2019 19:01
43272,1185,72994,24/04/2019 19:11,24/04/2019 19:11
43275,2400,114882,24/04/2019 19:28,24/04/2019 19:28
43277,4740,118097,24/04/2019 19:43,24/04/2019 19:44
43279,1130,123675,24/04/2019 19:46,24/04/2019 19:46
43280,3000,116372,24/04/2019 19:55,24/04/2019 19:55
43281,1837,114754,24/04/2019 20:01,24/04/2019 20:01
43282,3390,121784,24/04/2019 20:01,24/04/2019 20:02
43283,2450,113885,24/04/2019 20:07,24/04/2019 20:08
43284,3534,116812,24/04/2019 20:16,24/04/2019 20:16
43286,20,118295,24/04/2019 20:29,24/04/2019 20:30
43288,1155,121343,24/04/2019 20:44,24/04/2019 20:44
43290,1130,122154,24/04/2019 20:53,24/04/2019 20:53
43292,6000,116911,24/04/2019 21:09,24/04/2019 21:10
43297,300,120827,24/04/2019 21:25,24/04/2019 21:25
43298,1000,125704,24/04/2019 21:26,24/04/2019 21:26
43300,1130,125139,24/04/2019 21:33,24/04/2019 21:33
43302,11,125702,24/04/2019 21:36,24/04/2019 21:36
43303,1800,120695,24/04/2019 21:45,24/04/2019 21:45
43304,1130,122486,24/04/2019 21:48,24/04/2019 21:48
43305,60,125704,24/04/2019 21:53,24/04/2019 21:53
43306,1800,115062,24/04/2019 21:57,24/04/2019 21:57
43307,770,124728,24/04/2019 21:59,24/04/2019 21:59
43308,200,124307,24/04/2019 22:02,24/04/2019 22:02
43309,1,114754,24/04/2019 22:04,24/04/2019 22:04
43310,1130,123020,24/04/2019 22:15,24/04/2019 22:15
43311,1160,123860,24/04/2019 22:17,24/04/2019 22:17
43312,1130,121702,24/04/2019 22:26,24/04/2019 22:26
43314,3600,114853,24/04/2019 22:47,24/04/2019 22:47
43318,1130,125757,24/04/2019 23:04,24/04/2019 23:04
43319,100,121919,24/04/2019 23:12,24/04/2019 23:15
43320,3390,121992,24/04/2019 23:15,24/04/2019 23:15
43321,200,125713,24/04/2019 23:32,24/04/2019 23:32
43325,1155,114131,25/04/2019 0:05,25/04/2019 0:05
43327,1,125804,25/04/2019 1:44,25/04/2019 1:45
43328,29,125804,25/04/2019 1:46,25/04/2019 1:47
43329,18,122419,25/04/2019 1:48,25/04/2019 1:48
43330,400,119059,25/04/2019 1:50,25/04/2019 1:50
43331,900,125804,25/04/2019 2:14,25/04/2019 2:15
43332,200,125804,25/04/2019 2:18,25/04/2019 2:19
43333,200,11105,25/04/2019 3:44,25/04/2019 3:45
43337,3390,125030,25/04/2019 5:26,25/04/2019 5:26
43338,400,118730,25/04/2019 5:46,25/04/2019 5:46
43341,2500,115506,25/04/2019 6:51,25/04/2019 6:51
43342,500,115506,25/04/2019 6:53,25/04/2019 6:53
43343,1155,114798,25/04/2019 7:08,25/04/2019 7:09
43344,1541,105208,25/04/2019 7:34,25/04/2019 7:34
43345,1800,116324,25/04/2019 8:08,25/04/2019 8:08
43346,1960,116108,25/04/2019 8:08,25/04/2019 8:08
43348,1800,116548,25/04/2019 8:50,25/04/2019 8:50
43349,5650,124285,25/04/2019 8:57,25/04/2019 8:57
43350,500,125835,25/04/2019 8:58,25/04/2019 8:59
43352,1130,123185,25/04/2019 9:13,25/04/2019 9:14
43353,1130,123969,25/04/2019 9:15,25/04/2019 9:15
43354,2050,122532,25/04/2019 9:20,25/04/2019 9:20
43356,1130,122905,25/04/2019 9:24,25/04/2019 9:24
43358,6000,115432,25/04/2019 9:25,25/04/2019 9:25
43359,1165,115484,25/04/2019 10:26,25/04/2019 10:27
43360,2360,122797,25/04/2019 10:34,25/04/2019 10:35
43363,1000,125907,25/04/2019 10:47,25/04/2019 10:47
43365,2260,122833,25/04/2019 10:50,25/04/2019 10:50
43366,1160,124356,25/04/2019 10:52,25/04/2019 10:52
43367,3600,120024,25/04/2019 10:53,25/04/2019 10:53
43368,130,125907,25/04/2019 10:56,25/04/2019 10:56
43369,3540,117395,25/04/2019 11:02,25/04/2019 11:03
43370,50,123478,25/04/2019 11:03,25/04/2019 11:03
43371,300,117103,25/04/2019 11:10,25/04/2019 11:11
43372,3600,120106,25/04/2019 11:12,25/04/2019 11:12
43373,980,122085,25/04/2019 11:17,25/04/2019 11:18
43374,600,125923,25/04/2019 11:19,25/04/2019 11:19
43375,1200,115561,25/04/2019 11:19,25/04/2019 11:19
43376,4800,116258,25/04/2019 11:29,25/04/2019 11:29
43377,6125,106643,25/04/2019 11:40,25/04/2019 11:40
43378,6000,121811,25/04/2019 11:42,25/04/2019 11:42
43379,1755,100286,25/04/2019 11:44,25/04/2019 11:44
43380,2000,116108,25/04/2019 11:52,25/04/2019 11:53
43381,1,121853,25/04/2019 12:09,25/04/2019 12:09
43382,116,81082,25/04/2019 12:33,25/04/2019 12:33
43383,1072,123600,25/04/2019 12:37,25/04/2019 12:37
43385,1200,122136,25/04/2019 12:40,25/04/2019 12:40
43386,3000,115882,25/04/2019 12:42,25/04/2019 12:42
43387,1300,120291,25/04/2019 12:52,25/04/2019 12:52
43388,863,112665,25/04/2019 12:57,25/04/2019 12:57
43389,630,125535,25/04/2019 13:00,25/04/2019 13:00
43390,195,116108,25/04/2019 13:13,25/04/2019 13:13
43392,3540,118385,25/04/2019 13:20,25/04/2019 13:20
43393,1200,126014,25/04/2019 13:23,25/04/2019 13:24
43394,1225,114357,25/04/2019 13:39,25/04/2019 13:39
43395,720,125177,25/04/2019 13:40,25/04/2019 13:40
43396,3600,115441,25/04/2019 13:44,25/04/2019 13:44
43398,12,123668,25/04/2019 14:04,25/04/2019 14:04
43399,380,125835,25/04/2019 14:10,25/04/2019 14:11
43402,5,125364,25/04/2019 14:29,25/04/2019 14:29
43405,1130,122192,25/04/2019 14:39,25/04/2019 14:39
43406,9,126098,25/04/2019 14:41,25/04/2019 14:41
43408,20,126040,25/04/2019 14:43,25/04/2019 14:44
43409,1000,125493,25/04/2019 14:50,25/04/2019 14:50
43410,1200,115445,25/04/2019 14:52,25/04/2019 14:52
43411,130,125493,25/04/2019 14:55,25/04/2019 14:55
43413,1695,124516,25/04/2019 15:00,25/04/2019 15:01
43414,560,121228,25/04/2019 15:02,25/04/2019 15:02
43416,600,121228,25/04/2019 15:07,25/04/2019 15:07
43418,70,125379,25/04/2019 15:28,25/04/2019 15:28
43419,1200,115996,25/04/2019 15:30,25/04/2019 15:30
43420,3550,117331,25/04/2019 16:00,25/04/2019 16:01
43421,5,117331,25/04/2019 16:01,25/04/2019 16:01
43422,1017,118089,25/04/2019 16:11,25/04/2019 16:11
43426,1130,122267,25/04/2019 16:48,25/04/2019 16:48
43428,1200,120717,25/04/2019 16:54,25/04/2019 16:54
43429,3600,115640,25/04/2019 16:57,25/04/2019 16:57
43434,6000,115751,25/04/2019 17:15,25/04/2019 17:16
43435,1200,126206,25/04/2019 17:16,25/04/2019 17:16
43437,1130,123929,25/04/2019 17:35,25/04/2019 17:36
43438,1000,126221,25/04/2019 17:40,25/04/2019 17:40
43439,1130,122253,25/04/2019 17:40,25/04/2019 17:41
43441,130,126221,25/04/2019 17:47,25/04/2019 17:47
43442,2400,116381,25/04/2019 17:51,25/04/2019 17:51
43443,2320,125276,25/04/2019 17:51,25/04/2019 17:51
43445,2400,116026,25/04/2019 17:55,25/04/2019 17:56
43446,6000,115562,25/04/2019 18:03,25/04/2019 18:03
43448,2310,118855,25/04/2019 18:15,25/04/2019 18:15
43449,1155,119915,25/04/2019 18:59,25/04/2019 18:59
43451,1130,124817,25/04/2019 19:09,25/04/2019 19:09
43453,4200,115686,25/04/2019 19:18,25/04/2019 19:18
43455,1130,122723,25/04/2019 19:20,25/04/2019 19:20
43456,185,110128,25/04/2019 19:22,25/04/2019 19:22
43458,3600,118100,25/04/2019 19:27,25/04/2019 19:28
43460,4800,115449,25/04/2019 19:40,25/04/2019 19:40
43461,1155,121848,25/04/2019 19:47,25/04/2019 19:47
43462,720,125847,25/04/2019 19:48,25/04/2019 19:48
43465,150,125037,25/04/2019 20:06,25/04/2019 20:06
43466,1160,126315,25/04/2019 20:09,25/04/2019 20:09
43467,2400,115173,25/04/2019 20:10,25/04/2019 20:10
43468,1130,122591,25/04/2019 20:11,25/04/2019 20:11
43469,500,123633,25/04/2019 20:12,25/04/2019 20:16
43470,6000,115295,25/04/2019 20:15,25/04/2019 20:15
43471,200,123587,25/04/2019 20:22,25/04/2019 20:22
43473,4200,115419,25/04/2019 20:26,25/04/2019 20:26
43476,1000,116781,25/04/2019 20:30,25/04/2019 20:30
43478,500,118333,25/04/2019 20:31,25/04/2019 20:31
43479,700,116781,25/04/2019 20:32,25/04/2019 20:32
43480,97,116781,25/04/2019 20:32,25/04/2019 20:35
43481,4800,115278,25/04/2019 20:34,25/04/2019 20:34
43482,6000,115416,25/04/2019 20:58,25/04/2019 20:58
43483,1800,116919,25/04/2019 20:58,25/04/2019 20:59
43484,1200,115552,25/04/2019 21:06,25/04/2019 21:06
43485,3465,110787,25/04/2019 21:15,25/04/2019 21:15
43486,6,117275,25/04/2019 21:17,25/04/2019 21:17
43488,600,123633,25/04/2019 21:19,25/04/2019 21:19
43490,6000,115251,25/04/2019 21:46,25/04/2019 21:47
43491,1130,125613,25/04/2019 21:54,25/04/2019 21:55
43496,74,122216,25/04/2019 22:37,25/04/2019 22:37
43497,1,122216,25/04/2019 22:39,25/04/2019 22:39
43498,1200,125023,25/04/2019 23:11,25/04/2019 23:12
43500,10,125069,25/04/2019 23:40,25/04/2019 23:40
43503,1000,106515,26/04/2019 0:49,26/04/2019 0:49
43504,6000,115655,26/04/2019 1:44,26/04/2019 1:44
43505,3062,114010,26/04/2019 2:03,26/04/2019 2:03
43506,1,114010,26/04/2019 2:04,26/04/2019 2:04
43507,20,114653,26/04/2019 4:05,26/04/2019 4:05
43508,1135,114481,26/04/2019 5:44,26/04/2019 5:44
43511,1090,123961,26/04/2019 7:45,26/04/2019 7:45
43512,1160,126492,26/04/2019 7:48,26/04/2019 7:48
43515,892,122644,26/04/2019 8:31,26/04/2019 8:31
43522,1180,126322,26/04/2019 8:54,26/04/2019 8:54
43523,130,122796,26/04/2019 8:56,26/04/2019 8:56
43526,1000,122796,26/04/2019 9:12,26/04/2019 9:12
43527,1200,119474,26/04/2019 9:21,26/04/2019 9:22
43528,1130,122762,26/04/2019 9:21,26/04/2019 9:21
43529,1800,115911,26/04/2019 9:22,26/04/2019 9:22
43530,1200,119264,26/04/2019 9:25,26/04/2019 9:25
43532,1200,115966,26/04/2019 9:32,26/04/2019 9:33
43538,2400,116955,26/04/2019 10:14,26/04/2019 10:14
43540,800,125847,26/04/2019 10:16,26/04/2019 10:16
43544,195,123382,26/04/2019 10:22,26/04/2019 10:23
43545,2400,115532,26/04/2019 10:26,26/04/2019 10:26
43546,1155,122200,26/04/2019 11:35,26/04/2019 11:35
43549,420,108288,26/04/2019 11:53,26/04/2019 11:53
43550,291,108288,26/04/2019 11:57,26/04/2019 11:57
43551,1180,121121,26/04/2019 11:58,26/04/2019 11:58
43552,1200,125675,26/04/2019 11:58,26/04/2019 11:58
43553,200,121161,26/04/2019 12:10,26/04/2019 12:10
43555,55,121161,26/04/2019 12:12,26/04/2019 12:13
43556,3480,119854,26/04/2019 12:19,26/04/2019 12:20
43558,2260,125106,26/04/2019 12:29,26/04/2019 12:29
43560,630,118548,26/04/2019 12:34,26/04/2019 12:35
43562,2400,116881,26/04/2019 12:35,26/04/2019 12:35
43564,50,126601,26/04/2019 12:37,26/04/2019 12:38
43567,100,117474,26/04/2019 12:46,26/04/2019 12:46
43568,100,119059,26/04/2019 12:51,26/04/2019 12:52
43569,2320,126235,26/04/2019 12:56,26/04/2019 12:57
43572,100,101918,26/04/2019 13:11,26/04/2019 13:11
43574,3308,102948,26/04/2019 13:27,25/04/2019 15:26
43575,1040,84504,26/04/2019 13:27,25/04/2019 15:26
43576,1155,112257,26/04/2019 13:27,25/04/2019 15:26
43577,1058,86443,26/04/2019 13:27,25/04/2019 15:26
43578,1103,68897,26/04/2019 13:27,25/04/2019 15:26
43579,1103,102216,26/04/2019 13:27,25/04/2019 15:26
43580,133,112185,26/04/2019 13:27,25/04/2019 15:26
43583,1180,120636,26/04/2019 13:33,26/04/2019 13:33
43584,4130,120180,26/04/2019 13:34,26/04/2019 13:35
43585,10,125928,26/04/2019 13:55,26/04/2019 13:56
43587,6000,116454,26/04/2019 14:02,26/04/2019 14:02
43591,5800,122483,26/04/2019 14:53,26/04/2019 14:53
43592,2400,115976,26/04/2019 14:55,26/04/2019 14:55
43594,2310,115238,26/04/2019 15:01,26/04/2019 15:01
43595,2320,121270,26/04/2019 15:31,26/04/2019 15:32
43598,2260,122867,26/04/2019 15:44,26/04/2019 15:45
43601,1130,126688,26/04/2019 15:48,26/04/2019 15:48
43607,4,118391,26/04/2019 16:11,26/04/2019 16:11
43608,1538,112292,26/04/2019 16:13,26/04/2019 16:13
43609,300,112292,26/04/2019 16:14,26/04/2019 16:14
43612,30,116111,26/04/2019 16:24,26/04/2019 16:24
43614,2480,124969,26/04/2019 16:31,26/04/2019 16:32
43616,345,124969,26/04/2019 16:37,26/04/2019 16:37
43620,1000,106394,26/04/2019 16:46,26/04/2019 16:46
43621,1155,122568,26/04/2019 17:06,26/04/2019 17:06
